Date,EUA,TTF,SPRD GER,SPRD FR,SPRD IR
01/06/2020,21.75,3.46,71.22,33.33,18.29
02/06/2020,22.84,3.41,42.69,8.19,17.86
03/06/2020,22.85,4.28,31.17,19.56,55.64
04/06/2020,22.98,4.77,24.36,18.14,7.64
05/06/2020,24.02,4.7,21.46,20.7,21.25
06/06/2020,23.84,4.85,28.17,26.73,33.37
07/06/2020,23.66,4.85,21.69,21.45,30.04
08/06/2020,23.48,4.93,20.67,14.98,15.55
09/06/2020,23.24,5.19,28.83,12.99,15.38
10/06/2020,23.68,4.66,20.66,13.53,15.22
11/06/2020,23.04,4.51,11.55,11.55,15.12
12/06/2020,22.78,4.66,11.37,11.26,19.85
13/06/2020,22.83,4.91,10.12,10.12,19.9
14/06/2020,22.88,4.91,11.48,11.48,17.37
15/06/2020,22.93,5.02,18.65,18.65,13.3
16/06/2020,23.55,5.36,21.56,14.41,14.96
17/06/2020,23.52,5.33,29.99,15.28,16.04
18/06/2020,25.23,5.05,14.11,14.11,16.68
19/06/2020,24.92,5.15,15.6,15.6,14.66
20/06/2020,25.04,5.28,19.67,19.67,5.56
21/06/2020,25.16,5.28,24.67,24.67,36.01
22/06/2020,25.28,5.4,17.97,17.97,32.15
23/06/2020,26.15,5.3,20.83,13.54,14.68
24/06/2020,26.14,5.63,14.95,13.97,14.23
25/06/2020,25.92,5.66,16.66,16.66,17.58
26/06/2020,25.46,5.34,14.62,14.62,15.17
27/06/2020,26.09,4.76,15.44,14.76,7.88
28/06/2020,26.72,4.76,35.92,33.77,25.98
29/06/2020,27.35,4.89,23.05,21.64,54.34
30/06/2020,27.68,5.4,36.18,19.89,24.2
01/07/2020,28.42,5.81,19.13,15.79,16.31
02/07/2020,28.09,5.75,20.1,17.84,17.88
03/07/2020,28.64,5.38,20.05,20.05,9.41
04/07/2020,29.24,5.12,27.74,16.09,23.19
05/07/2020,29.83,5.12,95.23,45.57,39.18
06/07/2020,30.43,5.33,38.99,24.12,32.54
07/07/2020,30.12,5.44,16.48,10.5,7.49
08/07/2020,30.06,5.61,17.45,17.45,16.09
09/07/2020,29.37,5.49,21.75,18.9,13.71
10/07/2020,29.78,5.15,12.42,12.55,14.84
11/07/2020,29.9,4.61,13.73,11.03,17.51
12/07/2020,30.02,4.61,22.98,22.98,6.03
13/07/2020,30.14,4.72,24.76,24.51,12.64
14/07/2020,30.46,4.89,15.46,9.63,8.97
15/07/2020,29.7,4.32,28.65,19.79,26
16/07/2020,27.67,4.61,29.73,19.78,15.09
17/07/2020,28.76,4.54,16.18,16.12,14.66
18/07/2020,28.21,4.74,15.29,12.98,7.49
19/07/2020,27.65,4.74,20.96,20.96,17.47
20/07/2020,27.1,4.8,18.79,13,37.22
21/07/2020,27.51,4.61,20.28,12.19,18.38
22/07/2020,27.53,4.64,18.77,15.71,15.48
23/07/2020,28.23,4.59,17.33,16.44,16.22
24/07/2020,27.27,4.93,17.01,16.11,14.17
25/07/2020,26.82,4.71,14.35,11,16.76
26/07/2020,26.36,4.71,81.94,33.09,29.35
27/07/2020,25.91,4.81,14.7,15.93,17.6
28/07/2020,26.67,4.64,36.9,23.33,17.24
29/07/2020,27.13,4.54,17.0,15.23,16.71
30/07/2020,26.48,4.91,34.47,15.37,19.92
31/07/2020,27.22,4.97,24.91,21.39,36.4
01/08/2020,27.17,5.12,15.67,8.48,14.74
02/08/2020,27.13,5.12,14.57,14.57,14.13
03/08/2020,27.08,5.14,17.59,17.59,16
04/08/2020,27.75,5.81,26.01,16.46,13.91
05/08/2020,27.69,6.92,20.08,14.61,16.89
06/08/2020,27.3,6.82,27.36,17.95,12.56
07/08/2020,27.32,7.06,20.19,13.71,16.93
08/08/2020,27.41,7.25,17.18,13.81,17.91
09/08/2020,27.51,7.25,16.83,16.7,16.72
10/08/2020,27.6,7.32,19.96,14.9,14.4
11/08/2020,27.08,7.26,14.33,11.86,26.07
12/08/2020,26.87,6.88,23.61,17.41,22.3
13/08/2020,26.3,6.41,16.59,15.3,16.8
14/08/2020,26.36,6.53,21.51,13.34,20.96
15/08/2020,26.63,6.84,13.86,13.86,17.24
16/08/2020,26.9,6.84,20.55,20.55,17.4
17/08/2020,27.17,6.93,23.38,17.71,22.67
18/08/2020,27.41,7.53,26.75,22.06,22.51
19/08/2020,27.08,7.98,20.33,17.65,21.96
20/08/2020,26.75,8.21,29.5,25.98,32
21/08/2020,26.48,7.77,18.01,18.01,18.5
22/08/2020,27.09,6.58,30.82,19.39,24.51
23/08/2020,27.71,6.58,55.05,32,28.49
24/08/2020,28.32,6.8,69.44,28.96,33.84
25/08/2020,29.46,7.69,20.98,15.41,14.76
26/08/2020,29.48,8.17,36.14,33.92,40.24
27/08/2020,29.23,8.94,51.59,40.31,36.14
28/08/2020,30.38,8.8,19.17,20.1,26.24
29/08/2020,30.1,8.62,16.91,15.24,33.37
30/08/2020,29.81,8.62,13.9,13.9,16.07
31/08/2020,29.53,9.63,40.41,40.41,36.22
01/09/2020,28.61,9.71,30.35,30.35,34.93
02/09/2020,29.06,10.68,36.39,36.39,43.04
03/09/2020,29.53,10.55,23.68,23.09,28.85
04/09/2020,28.13,10.99,25.71,22.12,26.46
05/09/2020,28.02,11.39,31.54,16.8,33.12
06/09/2020,27.92,11.39,19.16,19.16,29.09
07/09/2020,27.81,11.54,34.52,34.52,24.99
08/09/2020,27.53,11.29,40.63,23.86,17.65
09/09/2020,27.94,10.75,19.76,12.56,24.27
10/09/2020,29.15,10.81,35.56,43.61,30.45
11/09/2020,28.99,10.58,32.66,32.66,59.11
12/09/2020,29.73,10.21,50.43,13.98,11.1
13/09/2020,30.46,10.21,109.72,20.47,32.53
14/09/2020,31.2,10.37,80.47,68.22,23.9
15/09/2020,30.53,10.51,139.3,125.86,111.25
16/09/2020,30.71,10.6,43.41,43.81,22.82
17/09/2020,29.13,11.14,43.18,29.72,38.57
18/09/2020,28.68,11.19,23.91,23.92,25.26
19/09/2020,28.14,10.87,20.33,15.77,23.33
20/09/2020,27.59,10.87,20.89,18.96,24.84
21/09/2020,27.05,10.96,159.06,147.6,139.09
22/09/2020,28.47,11.51,43.69,36.03,38.41
23/09/2020,27.12,11.32,21.2,21.85,36.4
24/09/2020,27.4,11.7,37.73,30.02,24.54
25/09/2020,26.75,11.67,29.28,31.08,39.61
26/09/2020,27.26,11.31,17.57,19.21,34.83
27/09/2020,27.77,11.31,23.8,23.8,29.88
28/09/2020,28.28,11.42,34.03,34.03,40.62
29/09/2020,27.36,12.14,76.07,76.07,77.96
30/09/2020,27.5,12.55,35.01,35.01,37.63
01/10/2020,27.07,11.77,25.3,25.3,123.06
02/10/2020,27.59,11.99,21.4,36.16,43.12
03/10/2020,27.56,11.58,46.17,30.29,38.01
04/10/2020,27.52,11.58,101.58,44.11,24.11
05/10/2020,27.49,11.81,41.02,41.02,91.62
06/10/2020,27.34,12.9,36.01,36.01,35.71
07/10/2020,27.44,12.81,32.96,32.96,106.15
08/10/2020,26.88,13.23,28.73,28.73,39.07
09/10/2020,26.24,13.59,51.58,32.9,31.29
10/10/2020,26.29,13.6,14.82,19.16,35.79
11/10/2020,26.35,13.6,21.31,21.31,82.22
12/10/2020,26.4,13.78,32.72,34.88,40.31
13/10/2020,25.74,13.59,39.03,38.42,34.64
14/10/2020,26.28,13.47,20.63,31.46,83.21
15/10/2020,25.48,13.66,19.01,25.37,2.73
16/10/2020,25.4,13.99,34.83,34.83,145
17/10/2020,25.43,14.42,14.43,14.87,42.65
18/10/2020,25.46,14.42,25.24,18.1,41.78
19/10/2020,25.49,14.5,36.72,36.72,36.69
20/10/2020,24.92,14.83,24.21,24.21,38.99
21/10/2020,24.06,14.8,26.05,26.05,23.97
22/10/2020,24.68,14.72,46.75,30.59,61.87
23/10/2020,25.98,15.18,28.71,25.55,40.09
24/10/2020,25.44,15.36,17.38,17.38,12.78
25/10/2020,24.89,15.36,40.34,30.73,#NAME?
26/10/2020,24.35,15.55,28.11,28.11,#NAME?
27/10/2020,24.55,15.08,21.69,19.48,36.28
28/10/2020,23.52,14.63,45.36,28.32,29.33
29/10/2020,24.15,14.48,38.33,39.22,45.15
30/10/2020,24.19,13.91,31.87,36.01,105.39
31/10/2020,24.18,13.53,12.22,12.58,54.49
01/11/2020,24.16,13.53,20.29,28.84,116.33
02/11/2020,24.15,13.72,44.19,43.06,57.65
03/11/2020,24.86,13.18,23.42,23.42,56.96
04/11/2020,25.57,13.57,23.24,20.46,27.27
05/11/2020,26.43,13.68,19.3,18.35,168.65
06/11/2020,25.85,14.32,20.31,20.31,46.07
07/11/2020,26.22,13.65,20.01,15.91,37.94
08/11/2020,26.6,13.65,15.31,14.52,37.07
09/11/2020,26.97,13.8,25.9,18.95,137.82
10/11/2020,26.64,13.74,29.72,22.18,19.19
11/11/2020,26.52,13.86,18.03,17.97,31.91
12/11/2020,26.32,14.11,18.03,18.03,41.44
13/11/2020,26.68,13.98,18.67,18.67,41.43
14/11/2020,27.05,13.88,9.95,9.92,36.37
15/11/2020,27.42,13.88,15.61,18.1,62.58
16/11/2020,27.79,14.01,48.12,47.2,65.78
17/11/2020,27.04,14.35,20.16,20.12,55.83
18/11/2020,27.59,13.81,19.46,19.46,63.95
19/11/2020,26.75,13.5,38.26,38.49,76.18
20/11/2020,27.15,13.08,20.79,20.79,38.8
21/11/2020,27.32,12.61,15.5,20.21,41.84
22/11/2020,27.5,12.61,21.04,17.6,47.07
23/11/2020,27.67,12.63,22.5,29.01,21
24/11/2020,28.04,13.45,19.63,18.93,54.25
25/11/2020,28.04,13.65,20.24,28.28,58.87
26/11/2020,28.54,14.21,54.34,29.12,276.06
27/11/2020,28.59,14.1,51.17,39.25,96.91
28/11/2020,28.93,14.6,8.37,8.37,37.88
29/11/2020,29.26,14.6,15.2,15.2,58.87
30/11/2020,29.6,14.62,38.36,38.36,26.28
01/12/2020,29.33,15.01,31.05,28.23,78.09
02/12/2020,30.01,15.21,62.04,62.04,49.21
03/12/2020,29.46,14.8,27.76,23.4,184.07
04/12/2020,30.57,14.35,23.96,37.88,31.48
05/12/2020,30.4,14.54,19.08,18.52,166.35
06/12/2020,30.24,14.54,21.28,21.28,311.98
07/12/2020,30.07,14.58,28.79,49.84,94.25
08/12/2020,30.02,14.24,36.96,46.47,84.14
09/12/2020,30.16,14.4,10.78,10.78,155.01
10/12/2020,31.36,14.7,60.55,60.24,55.75
11/12/2020,30.98,15.31,23.45,26.92,86.9
12/12/2020,31.08,15.52,18.71,18.71,54.7
13/12/2020,31.17,15.52,16.82,16.82,32.46
14/12/2020,31.27,15.55,20.41,30.32,47.21
15/12/2020,32.43,16.73,25.97,24.62,27.84
16/12/2020,32.03,16.92,27.19,24.91,61.2
17/12/2020,32.21,16.63,21.87,24.5,25.69
18/12/2020,31.36,15.99,22.12,23.79,34.18
19/12/2020,31.29,15.63,13.66,16.46,33.95
20/12/2020,31.21,15.63,13.2,19.28,38.12
21/12/2020,31.14,15.68,22.21,8.2,193.01
22/12/2020,31.39,16.45,42.07,48.99,150
23/12/2020,32.15,17.5,22.45,22.01,31.6
24/12/2020,32.41,17.22,33.81,46.64,90.64
25/12/2020,32.72,17.28,32.36,38.28,29.19
26/12/2020,33.04,17.15,13.72,18.9,86.02
27/12/2020,33.35,17.15,43.17,37.13,72.98
28/12/2020,33.66,17.28,49.21,40.85,72.51
29/12/2020,33.25,17.35,21.28,21.41,51.09
30/12/2020,32.42,18.91,21.99,24.5,109.7
31/12/2020,32.94,19.27,18.11,22.99,23.94
01/01/2021,33.18,19.21,15.88,15.88,80.78
02/01/2021,33.42,19.29,18.4,18.4,64.25
03/01/2021,33.65,19.29,16.45,19.82,42.36
04/01/2021,33.89,19.34,36.62,26.63,49
05/01/2021,33.15,19.9,26.42,30.42,70
06/01/2021,33.83,18.44,10.75,44.53,313.21
07/01/2021,34.97,17.93,39.82,49.65,227
08/01/2021,35.14,19.07,64.84,59.59,302.33
09/01/2021,35.01,20.45,22.89,6.39,122.47
10/01/2021,34.89,20.45,12.87,20.73,58.04
11/01/2021,34.76,20.46,27.85,42.7,40.46
12/01/2021,34.88,21.83,44.82,18.83,331.2
13/01/2021,33.88,25.3,25.3,40.03,298.35
14/01/2021,33.76,22.35,54.14,47.35,407.78
15/01/2021,31.96,20.77,51.16,51.16,72.17
16/01/2021,31.92,20.34,16.92,17.98,61.68
17/01/2021,31.88,20.34,22.05,25.05,45.83
18/01/2021,31.84,20.32,32.32,38.7,77.2
19/01/2021,33.3,19.4,20.41,33.76,36.48
20/01/2021,33.12,20.16,20.72,34.38,47.93
21/01/2021,34.32,20.77,37.21,55.6,75.34
22/01/2021,34.45,20.09,40.44,38.57,70.09
23/01/2021,34.1,21.07,20.04,20.04,80.7
24/01/2021,33.74,21.07,20.66,20.66,79.86
25/01/2021,33.39,21.16,37.47,37.47,95.4
26/01/2021,33.56,20.93,29.26,33.58,65.55
27/01/2021,33.51,19.62,24.75,28.63,88.68
28/01/2021,34.17,19.27,25.99,23.7,33.58
29/01/2021,33.18,20.62,21.27,29.89,37.86
30/01/2021,33.15,20.75,22.95,22.95,96
31/01/2021,33.11,20.75,18.56,17.98,40.82
01/02/2021,33.08,20.73,28.62,30.23,75.21
02/02/2021,35.19,18.41,36.05,39.61,31.4
03/02/2021,37.65,18.35,11.24,12.1,32.43
04/02/2021,37.49,17.62,27.2,28.01,38.47
05/02/2021,38.43,18.27,21.5,21.5,46.2
06/02/2021,38.57,18.83,13.03,13.78,40.78
07/02/2021,38.7,18.83,39.7,43.97,39.87
08/02/2021,38.84,19.03,58.05,50.65,46.63
09/02/2021,38.49,20.9,34.8,34.71,46.3
10/02/2021,39.56,19.77,51.12,51.12,249
11/02/2021,39.0,19.63,86.69,86.69,54.71
12/02/2021,40.28,18.01,33.04,35.08,59.74
13/02/2021,40.12,17.68,25.89,26.6,86.84
14/02/2021,39.97,17.68,20.7,20.7,78.43
15/02/2021,39.81,17.65,31.19,31.41,42.3
16/02/2021,39.13,16.86,26.63,26.56,83.71
17/02/2021,38.4,16.51,27.33,26.98,55
18/02/2021,38.61,16.86,24.12,24.38,45.16
19/02/2021,37.7,16.84,24.36,24.36,35.99
20/02/2021,37.89,16.69,24.55,22.17,40
21/02/2021,38.07,16.69,32.59,32.59,60.35
22/02/2021,38.26,16.72,29.31,21.77,30.3
23/02/2021,38.97,15.85,21.59,21.59,29.3
24/02/2021,39.45,16.0,37.59,41.55,114.1
25/02/2021,38.57,16.04,25.6,25.6,205.56
26/02/2021,37.6,16.1,20.61,20.61,49.06
27/02/2021,37.55,15.86,22.57,23.82,110
28/02/2021,37.5,15.86,33.25,33.58,64.61
01/03/2021,37.45,15.88,28.46,28.46,160.84
02/03/2021,38.69,16.31,35.97,33.23,390.92
03/03/2021,37.82,16.27,27.24,25.9,355.59
04/03/2021,38.51,15.95,22.32,22.32,114.96
05/03/2021,39.36,16.19,25.94,25.94,259.8
06/03/2021,39.4,16.54,21.97,21.97,141.31
07/03/2021,39.43,16.54,23.39,22.8,127.57
08/03/2021,39.47,16.57,49.56,49.56,301.01
09/03/2021,40.98,16.76,38.26,38.26,27.74
10/03/2021,41.87,17.04,20.9,20.9,22.65
11/03/2021,42.27,17.68,39.83,36.28,72.01
12/03/2021,43.19,17.95,57.93,44.65,56.23
13/03/2021,43.04,18.25,51.37,41.95,46.33
14/03/2021,42.88,18.25,57.3,53.39,45.41
15/03/2021,42.73,18.3,31.63,31.48,148.64
16/03/2021,41.96,18.62,29.63,29.63,73
17/03/2021,43.34,17.81,35.05,36.41,43.8
18/03/2021,42.74,17.95,37.56,37.99,26.48
19/03/2021,42.31,18.52,29.83,33.16,96.55
20/03/2021,42.6,17.67,27.11,27.11,48.3
21/03/2021,42.89,17.67,43.62,43.62,98.53
22/03/2021,43.18,17.74,39.46,39.46,54.36
23/03/2021,41.78,18.04,25.29,25.73,45.7
24/03/2021,41.96,18.22,40.05,37.1,48.92
25/03/2021,40.71,18.68,37.43,37.43,22.12
26/03/2021,42.09,18.62,34.28,29.05,42.13
27/03/2021,42.13,18.65,116.0,56.41,51.3
28/03/2021,42.16,18.65,98.33,80.36,52.94
29/03/2021,42.2,18.66,51.02,48.46,53.44
30/03/2021,42.4,18.33,37.23,37.23,40.34
31/03/2021,42.89,18.51,53.71,31.49,34.46
01/04/2021,42.81,19.06,30.15,28.09,34.19
02/04/2021,42.81,19.19,71.69,48.35,30.45
03/04/2021,42.81,19.15,49.48,50.2,37.94
04/04/2021,42.81,19.15,47.35,47.35,36.46
05/04/2021,42.81,19.19,80.6,59.98,95.77
06/04/2021,44.6,19.25,61.54,31.77,40.89
07/04/2021,44.23,20.03,39.92,81.53,60.47
08/04/2021,43.85,20.09,61.44,37.36,31.12
09/04/2021,44.03,19.76,38.37,26.78,81.99
10/04/2021,44.31,19.35,19.23,19.23,31.53
11/04/2021,44.58,19.35,25.95,25.95,29.65
12/04/2021,44.86,19.49,49.95,49.04,0.17
13/04/2021,44.24,20.12,46.74,96.89,226.36
14/04/2021,44.2,20.42,71.15,57,182.02
15/04/2021,44.55,20.35,60.99,58.29,51.96
16/04/2021,44.8,20.57,44.75,33.53,47.9
17/04/2021,44.78,21.03,29.12,27.75,38.14
18/04/2021,44.76,21.03,31.96,29.66,31.66
19/04/2021,44.74,21.07,61.09,49.83,59.62
20/04/2021,45.29,21.42,47.88,41.81,68
21/04/2021,46.32,21.25,44.64,22.6,30.34
22/04/2021,47.51,21.3,84.36,36.47,30.73
23/04/2021,47.38,21.7,42.29,39.27,34.13
24/04/2021,47.48,20.48,53.92,53.92,30.47
25/04/2021,47.57,20.48,74.82,74.82,31.54
26/04/2021,47.67,20.55,32.75,39.93,22.71
27/04/2021,47.78,20.56,35.08,35,31.64
28/04/2021,48.28,21.23,32.3,32,30.91
29/04/2021,48.51,21.89,33.04,33.04,124
30/04/2021,49.31,22.28,31.2,31.06,35.23
01/05/2021,49.51,22.42,23.16,23.16,41.97
02/05/2021,49.7,22.42,67.1,79.99,119.05
03/05/2021,49.9,23.23,37.21,37.21,46.51
04/05/2021,49.06,23.21,50.49,66.69,36.93
05/05/2021,49.91,24.0,104.9,41.1,61.77
06/05/2021,50.41,24.21,33.72,29.68,54.83
07/05/2021,50.93,25.21,41.49,41.49,116
08/05/2021,51.53,24.09,55.39,69.79,91.4
09/05/2021,52.12,24.09,126.93,123.82,112.12
10/05/2021,52.72,24.11,47.99,46.04,75.7
11/05/2021,53.55,25.14,36.7,36.7,58.41
12/05/2021,55.85,25.47,31.31,31.31,214.77
13/05/2021,55.04,26.46,31.96,31.96,164.77
14/05/2021,57.23,25.73,27.02,27.02,173.56
15/05/2021,57.14,26.97,30.6,49.8,52.83
16/05/2021,57.06,26.97,83.89,69.99,67.37
17/05/2021,56.97,26.98,48.75,65.21,48.4
18/05/2021,53.74,26.56,33.39,33.39,91.57
19/05/2021,50.35,25.77,39.74,34.93,90.98
20/05/2021,53.41,23.88,36.2,36.2,37.16
21/05/2021,52.43,24.23,73.39,59.14,83.83
22/05/2021,52.76,25.22,117.8,61.12,56.68
23/05/2021,53.08,25.22,105.34,99.9,60
24/05/2021,53.41,25.14,76.26,47.39,31.29
25/05/2021,53.83,24.69,43.71,46.86,39.35
26/05/2021,54.22,25.75,33.44,38.85,100.52
27/05/2021,52.39,26.72,33.74,38.53,47
28/05/2021,51.58,25.79,31.42,31.42,86.04
29/05/2021,51.8,25.9,57.01,57.01,65.76
30/05/2021,52.02,25.9,96.15,77.76,41.72
31/05/2021,52.24,24.89,32.06,45.93,38.87
01/06/2021,52.97,25.2,31.3,31.3,84.67
02/06/2021,51.94,26.19,29.51,29.51,49.28
03/06/2021,50.73,25.69,31.59,24.67,39.13
04/06/2021,50.47,25.92,26.9,26.9,37.74
05/06/2021,50.97,25.61,23.61,23.61,28.22
06/06/2021,51.47,25.61,32.49,40.77,32.42
07/06/2021,51.97,25.6,30.03,30.03,37.02
08/06/2021,52.58,26.41,34.26,31.88,33.76
09/06/2021,53.9,27.93,29.88,24.11,37.5
10/06/2021,54.15,28.37,31.99,26.9,38.6
11/06/2021,53.07,28.37,31.36,25.93,34.8
12/06/2021,53.14,28.15,84.06,82.42,32.69
13/06/2021,53.22,28.15,123.75,119.68,26.24
14/06/2021,53.29,28.18,51.48,47.3,32.29
15/06/2021,51.76,29.23,28.78,28.78,30.48
16/06/2021,51.72,28.4,44.27,40.84,40
17/06/2021,51.28,28.38,53.88,36.33,49.51
18/06/2021,52.26,28.38,34.83,34.83,92.87
19/06/2021,52.43,29.0,43.38,31.65,48.91
20/06/2021,52.61,29.0,64.41,64.41,30
21/06/2021,52.78,29.07,33.38,33.38,34.46
22/06/2021,53.76,30.12,31.16,32.21,57.56
23/06/2021,55.03,30.58,60.05,33.64,89.45
24/06/2021,55.49,31.53,46.5,50.88,51.93
25/06/2021,55.48,31.98,30.07,22.91,31.54
26/06/2021,55.62,32.14,31.08,26.79,31.62
27/06/2021,55.76,32.14,73.27,80.09,30.79
28/06/2021,55.9,32.22,47.56,47.56,38.87
29/06/2021,56.04,32.23,37.58,30.59,52.15
30/06/2021,56.78,33.51,33.97,25.9,74.43
01/07/2021,58.06,34.86,27.26,26.95,117.46
02/07/2021,57.76,36.75,40.32,27.82,30.34
03/07/2021,57.93,36.15,42.43,37.24,42.12
04/07/2021,58.11,36.15,35.85,46.47,44.73
05/07/2021,58.28,36.45,34.15,34.15,59.58
06/07/2021,54.44,37.89,45.46,61.86,41.95
07/07/2021,53.03,35.78,37.11,38.48,36.1
08/07/2021,52.77,34.47,47.2,29.32,93.07
09/07/2021,54.67,32.97,32.82,32.48,64.13
10/07/2021,53.82,36.0,34.24,29.8,51.67
11/07/2021,52.97,36.0,39.63,39.63,38.4
12/07/2021,52.12,36.1,34.02,34.02,22.49
13/07/2021,53.26,35.59,32.93,32.93,79.65
14/07/2021,53.78,35.28,38.44,77.86,118.17
15/07/2021,53.37,34.77,18.58,92.95,126.6
16/07/2021,53.28,34.25,30.06,41.76,87.93
17/07/2021,53.12,34.97,64.14,69.67,17.53
18/07/2021,52.97,34.97,99.19,99.19,93
19/07/2021,52.81,35.02,40.65,39.42,166.16
20/07/2021,51.59,36.25,37.47,33.98,169.3
21/07/2021,52.51,35.06,37.66,32.15,129.54
22/07/2021,51.16,36.08,31.13,31.13,118.28
23/07/2021,51.26,36.17,31.81,32.6,120.73
24/07/2021,52.03,35.6,27.11,27.11,83.45
25/07/2021,52.8,35.6,45.12,45.12,65.75
26/07/2021,53.57,35.62,32.93,54.04,82
27/07/2021,53.28,36.82,33.94,33.87,80.12
28/07/2021,54.2,37.6,40.76,75.43,65.3
29/07/2021,54.41,39.13,104.84,66.92,80.38
30/07/2021,53.69,40.59,75.9,72.52,62.57
31/07/2021,54.06,39.79,90.97,69.64,34.51
01/08/2021,54.42,39.79,31.06,62.61,42.88
02/08/2021,54.79,39.91,53.32,44.94,85.52
03/08/2021,54.55,42.24,54.99,48.6,47.13
04/08/2021,55.82,41.73,46.39,74.9,26.38
05/08/2021,56.34,41.74,37.29,51.02,66.37
06/08/2021,57.02,41.71,32.01,74.34,44.04
07/08/2021,57.01,43.1,26.56,68.92,40.03
08/08/2021,56.99,43.1,131.08,131.08,93.61
09/08/2021,56.98,43.18,56.76,68.48,46.46
10/08/2021,57.77,42.69,63.1,97.32,62.67
11/08/2021,58.14,44.4,59.73,45.14,47.02
12/08/2021,56.63,45.05,53.06,38.06,39.15
13/08/2021,55.74,45.83,45.62,45.53,48.92
14/08/2021,56.67,44.57,88.56,71.65,54.71
15/08/2021,57.59,44.57,82.45,75.11,34.83
16/08/2021,58.52,44.67,40.35,101.41,50.84
17/08/2021,57.56,47.13,59.02,69.23,32.58
18/08/2021,57.45,47.29,35.27,54.35,47.81
19/08/2021,53.84,46.86,41.48,49.6,78.69
20/08/2021,54.72,42.05,41.54,41.33,47.33
21/08/2021,55.04,41.53,35.58,35.58,38.76
22/08/2021,55.35,41.53,31.21,38.41,49.78
23/08/2021,55.67,41.4,42.42,82.47,73.22
24/08/2021,56.97,42.1,43.6,89.05,64.76
25/08/2021,56.87,44.2,32.66,68.77,62
26/08/2021,57.19,45.25,54.7,54.7,73.44
27/08/2021,59.32,45.11,39.1,39.1,63
28/08/2021,59.91,45.32,33.1,64.97,50
29/08/2021,60.49,45.32,27.83,65.92,46.67
30/08/2021,61.08,47.03,60.12,62.6,45.36
31/08/2021,61.07,46.91,49.93,65.53,36.33
01/09/2021,60.42,49.17,50.93,98.69,53.89
02/09/2021,61.83,51.68,60.54,119.73,68.52
03/09/2021,61.63,51.28,55.54,55.09,125.39
04/09/2021,61.96,51.92,58.39,58.39,59.8
05/09/2021,62.28,51.92,79.01,79.01,74.03
06/09/2021,62.61,51.68,87.42,48.14,246
07/09/2021,62.28,52.75,72.02,45.47,232.37
08/09/2021,62.74,53.2,62.77,52.32,75.07
09/09/2021,63.04,54.46,64.17,47.55,202.12
10/09/2021,61.22,55.84,50.6,47.64,58.25
11/09/2021,61.27,56.99,49.01,46.91,74.84
12/09/2021,61.32,56.99,84.49,89.69,137.2
13/09/2021,61.37,57.38,83.98,55.4,237.53
14/09/2021,60.16,60.81,70.93,60.17,147.8
15/09/2021,60.18,65.63,69.01,69.01,129.15
16/09/2021,59.63,71.91,82.62,82.62,100.53
17/09/2021,59.82,65.39,70.28,65.78,119.93
18/09/2021,60.22,63.77,74.81,53.97,80.26
19/09/2021,60.62,63.77,96.47,96.47,114.69
20/09/2021,61.02,63.74,94.77,82.74,163.1
21/09/2021,60.5,71.49,75.06,75.06,151.29
22/09/2021,60.94,72.66,119.21,101.97,85.1
23/09/2021,60.89,70.75,97.78,114.69,120.42
24/09/2021,63.29,68.63,119.13,90.26,115.84
25/09/2021,63.77,68.05,113.92,73.21,95.51
26/09/2021,64.24,68.05,95.2,95.2,103.84
27/09/2021,64.72,68.3,90.84,90.84,94.73
28/09/2021,62.29,74.68,103.87,97,104.04
29/09/2021,63.28,81.75,116.78,116.78,121.08
30/09/2021,62.16,81.07,141.56,131.34,65
01/10/2021,62.45,88.91,144.9,142.73,189.89
02/10/2021,62.91,91.91,62.65,62.65,116.25
03/10/2021,63.36,91.91,149.17,95.73,144.91
04/10/2021,63.82,93.01,154.69,154.69,277.39
05/10/2021,65.16,91.64,134.47,134.47,125.63
06/10/2021,59.58,109.35,187.62,187.62,132.54
07/10/2021,60.81,115.07,162.9,156.24,149.81
08/10/2021,58.76,94.87,131.34,131.34,122.84
09/10/2021,59.03,84.94,168.78,125.55,101.63
10/10/2021,59.31,84.94,171.35,171.35,143.01
11/10/2021,59.58,85.2,146.34,146.34,156.82
12/10/2021,59.34,85.23,151.28,138.59,250.43
13/10/2021,59.45,85.46,121.89,121.89,119.46
14/10/2021,61.79,90.27,150.0,132.01,124.95
15/10/2021,59.79,98.55,192.73,145.97,197.11
16/10/2021,59.5,94.93,169.14,107.56,97.3
17/10/2021,59.21,94.93,136.9,118.29,132.24
18/10/2021,58.92,95.01,159.53,147.21,106
19/10/2021,54.92,92.82,143.56,143.7,88.2
20/10/2021,58.14,87.35,132.08,217.19,182.7
21/10/2021,58.37,89.75,99.31,243.09,210
22/10/2021,58.64,88.01,96.69,125.18,241.48
23/10/2021,58.88,87.36,150.95,96.4,92.41
24/10/2021,59.11,87.36,131.18,174.45,130.72
25/10/2021,59.35,87.61,158.02,151.31,103.69
26/10/2021,60.16,90.12,130.99,84.85,156.38
27/10/2021,60.27,88.5,153.2,121.97,173.41
28/10/2021,58.94,85.56,131.38,100.13,113.8
29/10/2021,59.08,78.44,129.95,141.72,116.34
30/10/2021,58.48,66.89,50.62,96.42,76
31/10/2021,57.89,66.89,23.01,93,#NAME?
01/11/2021,57.29,64.14,104.69,122.66,156.36
02/11/2021,59.79,68.19,123.78,123.78,256.26
